stn,time,pva200m0,tre200mn,tre200m0,hns000m0,rre150m0,ure200mn,ure200m0,hto000m0,ets150m0,gre000m0,prestam0,tre200mx,su2000m0,sremaxmv,fkl010m0,nto000m0,tre005mn
OTL,201911,9.9,-1.4,8.6,7.79,74,46,963.9,15.9,0.9,7.4,0,369.7,83.8,0,59.3,26,1.0
16.7,,,,,,,,,,,,,,,,,,
OTL,201912,6.5,-,6.7,9.87,48,52,972.6,15.9,-0.3,6.0,3,189.4,72.2,0,121.8,58,1.0
11.2,,,,,,,,,,,,,,,,,,
OTL,202001,4.5,-,5.0,9.35,31,79,981.7,15.4,-0.1,5.6,0,3.6,56.2,0,178.8,80,0.9
13.5,,,,,,,,,,,,,,,,,,
OTL,202002,6.4,-2.7,5.4,16.94,43,113,975.6,23.3,1.4,8.3,0,4.1,49.9,0,177.5,69,1.5
11.7,,,,,,,,,,,,,,,,,,
OTL,202003,8.9,-3.0,6.7,39.05,55,151,972.2,19.9,0.1,9.0,0,74.8,59.2,0,190.3,57,1.7
15.9,,,,,,,,,,,,,,,,,,
OTL,202004,13.5,-2.1,8.4,89.82,44,225,973.1,25.7,1.8,14.3,0,78.1,53.7,0,255.6,68,1.7
4.0,,,,,,,,,,,,,,,,,,
OTL,202005,18.3,4.4,12.2,98.95,55,271,972.9,29.5,7.4,17.7,0,174.5,62.6,0,266.3,65,1.8
14.9,,,,,,,,,,,,,,,,,,
OTL,202006,20.2,8.3,14.7,89.00,57,255,968.9,31.3,10.9,19.5,0,263.9,67.4,0,217.3,54,1.6
21.0,,,,,,,,,,,,,,,,,,
OTL,202007,23.4,12.7,17.3,125.18,41,295,972.3,34.1,15.8,23.2,0,35.6,61.7,0,309.1,75,1.8
20.6,,,,,,,,,,,,,,,,,,
OTL,202008,23.1,9.7,17.2,99.81,51,230,970.2,34.4,12.3,23.0,0,331.9,62.5,0,257.1,65,1.7
20.5,,,,,,,,,,,,,,,,,,
OTL,202009,20.5,3.1,15.6,55.40,48,182,972.8,27.9,6.8,18.8,0,87.0,71.1,0,224.5,65,1.3
21.6,,,,,,,,,,,,,,,,,,
OTL,202010,14.2,2.2,10.2,29.32,65,101,970.8,21.0,6.2,12.0,0,370.9,72.7,0,141.2,48,1.4
16.8,,,,,,,,,,,,,,,,,,
OTL,202011,11.1,-2.5,8.2,21.58,28,88,980.6,17.3,1.4,9.4,0,2.1,68.6,0,186.2,81,0.9
13.6,,,,,,,,,,,,,,,,,,
OTL,202012,6.0,-4.8,6.6,4.28,76,34,967.2,10.8,-1.8,4.1,38,172.7,80.2,3,48.8,23,0.9
14.5,,,,,,,,,,,,,,,,,,
OTL,202101,3.3,-8.4,5.2,5.25,56,63,967.4,13.7,-4.5,2.8,13,115.8,70.7,1,113.1,50,1.1
15.7,,,,,,,,,,,,,,,,,,
OTL,202102,5.9,-7.5,6.3,13.20,50,103,976.0,19.6,-4.1,7.0,0,72.9,63.2,0,140.6,57,1.3
17.8,,,,,,,,,,,,,,,,,,
OTL,202103,8.7,-4.3,5.4,65.16,38,191,976.1,23.0,1.1,9.6,0,15.1,45.4,0,262.6,78,1.9
14.3,,,,,,,,,,,,,,,,,,
OTL,202104,12.0,-2.8,6.8,88.51,53,211,972.2,26.5,1.2,11.3,0,96.8,51.3,0,225.4,60,1.9
9.8,,,,,,,,,,,,,,,,,,
OTL,202105,15.8,4.6,9.3,100.51,59,250,969.8,23.9,8.1,14.8,0,180.1,57.8,0,233.0,57,1.9
12.4,,,,,,,,,,,,,,,,,,
OTL,202106,21.2,9.3,15.8,94.60,58,274,973.4,33.7,13.1,21.7,0,72.6,62.4,0,228.5,57,1.6
20.3,,,,,,,,,,,,,,,,,,
OTL,202107,21.8,9.3,16.8,90.21,57,230,970.7,33.1,11.7,21.4,0,421.6,67.9,0,210.8,51,1.5
24.1,,,,,,,,,,,,,,,,,,
OTL,202108,22.6,10.2,16.1,103.14,40,245,971.2,31.2,14.1,21.3,0,177.8,64.3,0,286.6,72,1.4
22.9,,,,,,,,,,,,,,,,,,
OTL,202109,20.8,8.4,15.6,49.67,56,172,975.3,26.6,10.5,18.9,0,163.5,72.5,0,201.7,59,1.1
39.6,,,,,,,,,,,,,,,,,,
OTL,202110,15.4,2.1,10.4,32.74,47,114,976.5,21.1,5.4,12.2,0,134.2,73.0,0,177.2,60,1.1
21.9,,,,,,,,,,,,,,,,,,
OTL,202111,10.6,-2.9,8.3,15.25,52,71,971.1,16.5,0.0,7.9,1,145.2,76.8,0,127.7,56,1.1
17.8,,,,,,,,,,,,,,,,,,
OTL,202112,5.9,-4.1,5.5,14.05,45,61,971.3,16.0,-0.6,5.4,10,16.0,61.9,0,143.8,68,1.0
15.4,,,,,,,,,,,,,,,,,,
OTL,202201,4.8,-4.9,4.4,11.26,19,83,978.1,20.5,-1.0,6.0,0,8.2,48.2,0,191.8,85,1.3
8.6,,,,,,,,,,,,,,,,,,
OTL,202202,6.1,-4.3,4.7,20.05,31,128,976.0,17.9,-0.2,7.6,4,15.5,45.9,0,205.2,83,1.6
6.3,,,,,,,,,,,,,,,,,,
OTL,202203,8.4,-5.6,5.3,56.68,47,162,979.3,21.2,-0.3,8.8,0,9.6,48.6,0,212.9,63,1.6
10.3,,,,,,,,,,,,,,,,,,
OTL,202204,12.5,-0.6,7.5,84.94,55,219,968.5,27.1,3.1,12.6,0,102.8,52.8,0,232.1,62,2.0
8.6,,,,,,,,,,,,,,,,,,
OTL,202205,18.5,4.2,13.8,82.52,63,249,973.5,28.9,8.8,18.5,0,91.3,66.3,0,239.1,59,1.7
18.0,,,,,,,,,,,,,,,,,,
OTL,202206,21.6,9.6,16.1,110.57,45,268,972.4,31.3,12.9,22.1,0,261.0,62.3,0,263.8,65,1.5
20.4,,,,,,,,,,,,,,,,,,
OTL,202207,24.1,13.3,16.9,151.40,37,301,974.1,34.7,16.4,24.9,0,101.9,54.9,0,323.3,78,1.5
19.5,,,,,,,,,,,,,,,,,,
OTL,202208,23.8,12.9,16.6,120.01,45,255,971.3,34.9,16.1,23.8,0,121.4,57.9,0,289.9,73,1.5
22.6,,,,,,,,,,,,,,,,,,
OTL,202209,20.4,6.3,13.4,62.36,54,173,969.8,27.7,9.4,17.7,0,212.8,66.1,0,196.8,57,1.4
19.2,,,,,,,,,,,,,,,,,,
OTL,202210,17.3,7.8,13.7,29.20,57,118,978.6,24.4,10.2,15.9,0,213.7,76.6,0,186.8,63,1.0
38.5,,,,,,,,,,,,,,,,,,
OTL,202211,12.2,-1.0,7.9,20.54,55,74,972.4,19.2,3.5,9.5,0,57.1,66.5,0,138.0,60,1.1
21.4,,,,,,,,,,,,,,,,,,
OTL,202212,6.9,-6.1,6.3,8.42,61,53,972.6,13.9,-2.2,4.9,3,87.7,71.9,0,98.0,46,0.9
15.1,,,,,,,,,,,,,,,,,,
OTL,202301,6.2,-4.8,5.5,6.45,61,64,972.9,13.2,-1.4,5.2,0,15.6,62.0,0,118.5,53,1.1
14.1,,,,,,,,,,,,,,,,,,
OTL,202302,6.6,-7.2,5.5,12.90,39,112,980.5,19.5,-2.8,7.5,1,2.4,53.9,0,165.0,67,1.5
12.9,,,,,,,,,,,,,,,,,,
OTL,202303,10.0,-3.2,7.0,48.19,57,165,969.2,20.1,0.2,10.5,0,77.3,55.8,0,219.3,65,1.8
10.6,,,,,,,,,,,,,,,,,,
OTL,202304,12.5,-1.4,7.1,85.28,59,206,969.2,21.3,3.5,12.6,0,150.9,50.3,0,216.7,58,1.9
8.9,,,,,,,,,,,,,,,,,,
OTL,202305,17.4,5.3,12.8,56.11,75,215,972.0,27.0,9.4,16.3,0,232.7,70.7,0,173.1,42,1.6
21.5,,,,,,,,,,,,,,,,,,
OTL,202306,22.3,11.4,16.0,98.33,56,291,971.8,30.4,14.6,21.3,0,175.9,64.9,0,268.3,66,1.7
21.1,,,,,,,,,,,,,,,,,,
OTL,202307,23.9,10.8,18.4,106.80,49,273,971.5,32.9,14.9,23.2,0,106.7,65.0,0,275.2,67,1.6
20.4,,,,,,,,,,,,,,,,,,
OTL,202308,22.7,10.4,17.1,105.83,48,238,970.9,34.9,12.9,23.0,0,330.5,60.9,0,266.9,67,1.7
18.4,,,,,,,,,,,,,,,,,,
OTL,202309,20.3,6.8,16.4,55.31,49,174,975.4,28.5,10.3,19.6,0,299.3,72.5,0,223.0,65,1.3
25.9,,,,,,,,,,,,,,,,,,
OTL,202310,17.5,5.5,13.2,31.30,61,108,971.2,26.6,8.7,15.7,0,269.2,74.7,0,160.1,54,1.2
16.8,,,,,,,,,,,,,,,,,,
OTL,202311,10.5,-2.7,6.4,23.95,41,79,966.5,20.9,1.7,8.2,0,65.5,59.5,0,146.7,64,1.3
9.6,,,,,,,,,,,,,,,,,,
OTL,202312,7.2,-4.0,6.1,12.13,53,52,973.1,22.3,-0.8,7.2,0,83.8,63.0,0,112.3,53,1.1
7.3,,,,,,,,,,,,,,,,,,
OTL,202401,5.5,-6.3,5.3,7.10,44,69,974.8,21.4,-1.9,5.6,0,49.1,59.8,0,140.0,62,1.1
8.3,,,,,,,,,,,,,,,,,,
stn,time,pva200m0,gre000m0,prestam0,tre200mx,tre200mn,tre200m0,rre150m0,ure200m0,su2000m0,sremaxmv,fkl010m0,ets150m0,nto000m0,tre005mn,hns000m0,hto000m0,ure200mn
LUZ,200001,5.3,35,971.8,11.8,-9.3,0.1,19.8,84.6,41.6,19,1.3,1.61,84,-15.2,15,2,-
LUZ,200002,6.5,67,970.2,15.8,-3.7,3.9,84.1,79.9,87.5,34,1.4,5.57,66,-6.7,1,0,-
LUZ,200003,7.0,104,967.1,19.7,-2.9,6.3,74.7,73.1,120.9,36,1.5,22.38,65,-6.6,0,0,-
LUZ,200004,8.2,168,955.7,25.5,-0.7,10.4,44.4,67.2,165.7,44,1.8,51.79,65,-4.9,0,0,-
LUZ,200005,12.1,180,963.2,27.8,5.6,15.4,91.6,71.0,153.2,35,1.4,56.42,70,0.1,0,0,-
LUZ,200006,14.0,228,967.0,30.7,8.2,18.4,115.6,68.1,224.3,51,1.3,92.44,51,3.8,0,0,-
LUZ,200007,14.3,184,961.9,29.4,6.1,16.5,245.4,77.1,156.1,35,1.4,57.13,68,2.2,0,0,-
LUZ,200008,16.6,190,965.5,31.3,11.2,19.2,184.1,76.4,230.1,57,1.2,69.78,47,6.5,0,0,-
LUZ,200009,13.8,153,962.9,25.7,5.8,15.3,116.8,80.4,191.3,55,1.3,37.14,52,2.2,0,0,-
LUZ,200010,11.1,58,963.1,17.3,1.8,10.3,80.2,88.2,50.9,17,1.0,7.62,88,-2.6,0,0,-
LUZ,200011,7.7,49,957.3,14.6,-2.8,5.5,72.2,85.5,66.4,29,1.1,7.17,70,-6.5,0,0,-
LUZ,200012,6.8,32,960.5,14.7,-5.3,3.6,23.3,85.2,38.3,19,1.1,3.10,83,-10.7,2,0,-
LUZ,200101,6.0,39,960.9,9.2,-5.4,1.7,87.9,85.0,58.5,26,1.1,2.02,79,-10.7,4,0,-
LUZ,200102,5.8,72,965.1,14.5,-7.8,3.5,29.3,73.5,87.5,35,1.5,6.43,74,-14.7,14,1,-
LUZ,200103,8.4,89,955.0,22.5,-4.6,7.5,171.5,80.9,63.4,19,1.7,11.75,85,-9.9,2,0,-
LUZ,200104,7.7,129,961.2,20.0,-1.2,7.3,167.9,76.5,79.8,21,1.5,24.89,79,-6.3,2,0,-
LUZ,200105,12.6,198,962.6,29.5,5.5,15.8,92.1,71.7,190.3,44,1.4,67.35,60,0.6,0,0,-
LUZ,200106,12.8,206,965.0,30.3,4.8,15.8,241.3,73.0,199.6,45,1.4,78.03,57,1.4,0,0,-
LUZ,200107,15.6,217,963.3,30.8,10.9,19.2,140.7,71.5,227.1,51,1.5,86.62,50,7.9,0,0,-
LUZ,200108,17.1,187,964.8,31.4,9.3,19.5,187.6,77.0,217.3,54,1.2,65.29,48,6.4,0,0,-
LUZ,200109,11.7,102,962.6,22.5,3.0,12.0,167.7,83.6,83.5,24,1.3,19.52,77,0.1,0,0,-
LUZ,200110,12.7,101,966.9,23.9,3.8,12.8,77.1,86.6,167.0,56,0.9,17.76,50,0.5,0,0,-
LUZ,200111,6.7,33,968.6,14.8,-5.1,3.5,75.5,84.2,29.4,13,1.2,5.14,88,-9.8,7,0,-
LUZ,200112,5.4,32,968.9,12.1,-12.1,0.6,33.1,78.7,40.2,20,1.5,4.13,87,-18.3,10,1,-
LUZ,200201,5.4,47,972.9,15.2,-9.4,0.6,9.1,83.6,77.9,35,1.2,2.54,76,-13.0,0,0,-
LUZ,200202,6.7,68,964.2,16.0,-5.3,5.5,97.8,75.2,75.1,30,2.0,5.24,78,-9.6,1,0,-
LUZ,200203,6.9,127,964.8,20.6,-3.6,7.3,47.8,69.0,154.1,45,1.7,30.02,59,-7.2,0,0,-
LUZ,200204,7.7,166,961.1,20.7,0.2,9.3,77.5,67.0,164.6,44,1.6,53.55,62,-5.4,0,0,-
LUZ,200205,11.0,176,961.7,29.1,4.2,13.3,149.6,74.3,151.9,35,1.2,55.57,66,1.0,0,0,-
LUZ,200206,15.6,232,963.8,33.7,7.2,19.4,235.4,70.5,238.6,54,1.4,93.03,50,4.0,0,0,-
LUZ,200207,15.6,202,962.9,29.8,8.9,18.6,189.8,74.1,193.3,44,1.4,72.09,60,5.6,0,0,-
LUZ,200208,16.2,162,962.7,28.7,10.8,17.8,161.7,80.5,155.1,38,1.2,45.44,62,7.8,0,0,-
LUZ,200209,12.9,109,964.8,24.5,2.8,13.1,163.3,84.6,98.9,28,1.2,21.00,74,-0.2,0,0,-
LUZ,200210,10.2,82,962.2,22.9,1.5,10.1,91.2,82.3,112.7,38,1.4,17.51,69,-3.8,0,0,-
LUZ,200211,8.6,37,958.2,15.9,-0.9,6.3,174.7,89.7,36.9,16,1.1,4.03,84,-4.8,0,0,-
LUZ,200212,7.3,20,962.8,14.5,-1.7,3.9,62.6,89.2,12.4,6,1.2,1.68,95,-4.7,1,0,-
LUZ,200301,5.3,34,963.2,16.7,-9.9,0.6,48.2,81.0,36.7,16,1.8,1.87,88,-17.5,13,0,-
LUZ,200302,4.3,71,966.4,12.2,-9.6,-1.3,30.7,77.4,72.8,29,1.5,5.59,77,-19.4,15,2,-
LUZ,200303,6.6,148,969.2,19.2,-3.1,7.2,62.6,65.8,211.0,62,1.5,39.46,44,-8.0,0,0,-
LUZ,200304,7.7,179,962.2,24.5,-5.8,9.6,71.9,65.2,199.3,53,2.0,63.96,53,-10.7,5,0,-
LUZ,200305,12.5,181,965.3,27.4,2.9,14.9,127.2,74.9,152.4,35,1.4,51.32,69,-2.6,0,0,-
LUZ,200306,17.4,265,963.7,34.3,12.5,22.2,146.7,67.4,272.4,62,1.5,103.48,44,8.8,0,0,-
LUZ,200307,15.7,230,964.3,32.9,11.7,20.4,123.9,67.7,246.6,56,1.6,105.81,46,6.9,0,0,-
LUZ,200308,16.5,222,964.8,35.8,9.4,22.7,60.8,62.6,286.2,71,1.4,120.57,34,4.2,0,0,-
LUZ,200309,12.8,151,967.5,26.9,7.2,15.0,50.2,76.3,192.2,56,1.3,45.44,52,2.9,0,0,-
LUZ,200310,8.8,65,960.4,21.8,-3.8,7.2,131.6,83.8,73.0,24,1.4,11.85,77,-6.8,0,0,-
LUZ,200311,8.0,46,964.2,13.8,-0.9,5.2,70.2,90.5,60.0,26,0.9,4.65,77,-4.5,0,0,-
LUZ,200312,5.7,36,965.7,13.0,-9.0,1.0,33.4,84.8,65.4,32,1.4,4.01,69,-13.0,11,1,-
LUZ,200401,5.7,35,959.4,15.1,-6.2,1.6,96.3,81.4,26.0,12,1.7,1.85,88,-11.7,18,2,-
LUZ,200402,5.3,78,966.5,14.3,-9.7,1.8,39.3,76.0,98.8,38,1.6,5.74,68,-14.7,23,2,39.3
LUZ,200403,6.2,121,966.9,21.2,-6.3,4.4,90.4,73.8,130.5,38,1.6,24.66,63,-11.5,5,1,21.8
LUZ,200404,7.8,171,959.7,22.9,-0.1,9.7,104.3,66.8,162.4,43,1.8,52.40,66,-4.4,0,0,23.4
LUZ,200405,9.7,201,961.7,27.0,2.4,12.4,129.8,69.6,193.4,45,1.5,77.69,57,-2.4,0,0,21.8
LUZ,200406,13.8,180,965.6,30.2,8.6,16.7,180.9,74.3,151.5,34,1.4,62.55,68,2.7,0,0,29.5
LUZ,200407,15.4,206,964.8,30.1,9.4,18.4,119.8,73.1,188.2,43,1.4,71.35,61,4.0,0,0,32.6
LUZ,200408,16.3,184,962.2,30.8,11.1,19.1,109.3,74.4,177.2,44,1.5,59.12,58,7.2,0,0,29.2
LUZ,200409,13.7,142,967.8,27.3,6.8,15.7,78.0,77.2,166.5,48,1.4,42.83,57,4.0,0,0,33.5
LUZ,200410,12.0,75,960.4,23.8,4.0,11.8,78.7,86.5,84.7,28,1.1,11.97,78,0.8,0,0,39.7
LUZ,200411,7.2,42,967.5,12.8,-4.3,4.6,23.2,82.4,45.4,20,1.1,6.06,80,-9.7,3,0,45.6
LUZ,200412,5.7,28,966.4,8.5,-5.2,1.0,34.9,86.1,31.4,15,1.2,2.64,85,-8.8,7,0,45.5
LUZ,200501,5.1,48,970.5,11.2,-11.6,0.0,41.5,81.2,81.6,37,1.5,2.94,69,-12.4,33,4,41.8
LUZ,200502,4.5,72,963.9,12.5,-10.5,-1.1,41.6,79.1,64.9,26,1.5,4.15,79,-21.5,47,8,40.2
LUZ,200503,7.0,139,963.6,21.7,-14.5,5.6,46.7,72.5,172.3,51,1.4,26.89,55,-24.4,9,3,24.9
LUZ,200504,8.5,154,961.3,26.0,0.5,9.8,143.5,71.7,132.7,35,1.6,41.84,67,-5.9,2,0,17.3
LUZ,200505,11.4,190,964.4,30.4,3.8,14.2,110.1,71.9,181.2,42,1.5,66.38,59,-2.7,0,0,20.6
LUZ,200506,14.1,249,965.7,33.8,5.0,18.9,90.5,64.8,244.8,56,1.6,106.19,50,-0.2,0,0,25.2
LUZ,200507,15.7,195,963.8,32.5,9.5,18.9,163.4,73.6,165.0,37,1.4,65.12,65,4.9,0,0,24.4
LUZ,200508,14.9,154,964.7,27.8,7.8,16.5,292.5,80.3,148.3,37,1.1,44.60,61,3.9,0,0,35.2
LUZ,200509,14.6,131,965.5,28.0,5.3,15.9,79.0,80.1,141.5,40,0.7,32.42,61,2.7,0,0,32.5
LUZ,200510,11.2,94,966.7,19.7,5.0,10.9,69.9,86.1,148.9,50,0.5,16.31,57,1.8,0,0,42.0
LUZ,200511,7.2,50,964.8,18.2,-9.1,4.2,32.8,82.4,65.0,28,1.0,7.66,72,-14.4,6,0,42.1
LUZ,200512,5.1,29,964.7,8.3,-12.3,0.1,28.9,80.8,23.8,11,1.4,3.20,87,-19.7,15,1,44.5
LUZ,200601,4.7,39,969.1,5.4,-7.6,-1.5,12.2,83.8,36.8,16,1.2,1.77,88,-10.5,6,1,59.1
LUZ,200602,5.1,53,961.1,12.3,-7.8,0.8,37.4,78.5,38.1,15,1.5,3.43,87,-12.0,10,0,30.9
LUZ,200603,6.1,111,958.7,22.3,-7.8,3.7,136.7,74.2,98.8,29,1.8,18.83,73,-16.7,39,4,31.5
LUZ,200604,8.7,142,962.1,22.2,-1.2,9.0,188.9,76.0,127.9,33,1.3,35.55,67,-4.1,2,0,26.9
LUZ,200605,11.3,171,964.3,25.2,2.5,13.8,198.9,73.0,144.2,33,1.6,51.71,68,-1.7,0,0,28.0
LUZ,200606,14.2,244,967.0,30.8,4.5,18.2,75.7,67.5,247.2,56,1.4,99.04,46,1.9,0,0,25.1
LUZ,200607,17.2,250,966.2,33.9,14.0,22.8,61.0,64.1,293.7,66,1.3,128.42,41,11.4,0,0,27.5
LUZ,200608,13.7,146,961.6,26.2,7.1,15.4,223.1,79.3,118.5,29,1.3,38.41,75,4.5,0,0,40.2
LUZ,200609,15.6,137,963.5,27.7,8.2,17.2,122.4,80.3,159.8,46,1.1,34.27,60,5.0,0,0,41.6
LUZ,200610,12.2,91,963.4,21.8,5.2,12.8,43.2,82.4,133.8,45,1.2,18.20,62,2.0,0,0,33.6
LUZ,200611,8.1,56,967.3,17.0,-1.9,6.6,38.4,82.2,96.0,42,1.1,10.31,67,-5.2,0,0,28.8
LUZ,200612,6.2,36,972.0,14.9,-4.9,2.2,64.5,85.2,63.7,31,1.1,3.63,73,-8.2,0,0,46.0
LUZ,200701,6.7,44,968.5,16.6,-9.0,4.0,42.5,81.0,59.8,27,1.8,2.41,81,-11.1,14,1,39.7
LUZ,200702,6.5,77,960.1,14.4,-3.5,4.3,55.7,79.1,100.7,40,1.6,5.76,62,-7.2,0,0,35.0
LUZ,200703,7.0,131,962.4,18.1,-2.3,5.9,93.6,76.1,153.2,45,1.5,22.98,57,-6.8,12,1,34.1
LUZ,200704,9.3,229,964.8,26.4,1.2,13.7,18.1,61.4,278.5,74,1.5,87.67,32,-4.0,-,-,20.4
LUZ,200705,11.7,207,959.6,28.5,2.6,15.2,182.5,69.0,188.5,43,1.7,67.81,63,-0.3,-,-,19.9
LUZ,200706,15.0,203,961.1,29.8,8.7,17.5,188.2,75.5,160.1,36,1.5,55.77,66,6.6,-,-,34.7
LUZ,200707,14.9,219,963.3,33.0,8.4,18.1,221.7,73.1,203.4,46,1.7,75.98,60,5.9,-,-,23.0
LUZ,200708,15.9,165,962.8,30.4,9.8,17.5,218.0,80.0,163.4,41,1.2,48.21,-,7.3,-,-,39.4
LUZ,200709,12.2,151,966.7,25.0,5.4,13.7,78.9,78.2,158.0,46,1.2,35.07,-,2.3,-,-,32.5
LUZ,200710,10.3,81,968.5,23.6,0.9,9.9,40.9,81.2,97.7,33,1.3,15.16,-,-0.8,-,-,43.2
LUZ,200711,6.5,38,966.2,11.3,-6.5,3.4,45.6,82.2,30.5,13,1.5,5.70,-,-6.2,-,-,41.3
LUZ,200712,5.7,28,969.8,14.0,-5.8,1.4,76.0,82.7,22.4,11,1.5,2.93,-,-6.7,-,-,47.0
LUZ,200801,6.0,49,967.4,13.1,-3.9,2.3,43.8,82.6,80.9,36,1.1,2.58,-,-6.5,-,-,37.9
LUZ,200802,6.1,97,972.5,16.1,-6.2,2.9,47.1,79.5,156.3,60,1.0,7.83,-,-9.0,-,-,39.9
LUZ,200803,6.2,122,956.4,18.3,-7.9,5.5,61.8,68.9,109.3,32,2.2,22.98,-,-14.0,-,-,26.6
LUZ,200804,8.1,143,958.1,21.1,-2.2,8.5,130.6,73.6,103.9,28,1.6,32.52,-,-5.5,-,-,27.5
LUZ,200805,11.3,225,960.4,29.8,5.7,15.8,18.4,64.8,220.6,51,1.7,85.35,-,0.6,-,-,21.4
LUZ,200806,15.2,204,963.6,31.9,7.5,17.7,126.7,76.1,161.3,36,1.2,60.86,-,5.1,-,-,30.7
LUZ,200807,15.3,227,963.7,29.9,9.5,18.8,206.1,71.4,215.0,48,1.6,84.57,-,6.7,-,-,33.1
LUZ,200808,16.0,180,963.1,28.6,8.5,18.1,184.6,77.6,176.1,44,1.3,51.21,-,5.6,-,-,43.6
LUZ,200809,12.5,112,964.5,25.9,3.3,13.1,176.4,80.9,105.2,30,1.4,24.77,-,-0.1,-,-,42.5
LUZ,200810,10.7,84,965.3,20.5,-0.3,10.2,101.5,84.8,94.1,32,1.2,14.36,-,-3.2,12,1,46.2
LUZ,200811,7.3,46,962.0,17.7,-5.5,4.5,30.9,85.6,57.8,25,1.3,6.01,-,-7.9,5,0,31.3
LUZ,200812,5.6,28,964.2,8.1,-7.0,0.9,51.2,85.7,29.5,14,1.2,2.88,-,-9.3,40,2,46.0
LUZ,200901,4.8,32,960.9,9.8,-6.9,-1.3,30.6,84.9,26.5,12,1.2,1.34,-,-8.2,4,3,47.2
LUZ,200902,5.2,69,960.8,11.9,-7.3,0.7,52.5,81.1,64.2,26,1.2,4.05,-,-14.9,35,5,33.0
LUZ,200903,6.2,109,962.1,15.8,-4.4,4.8,69.2,73.0,89.1,26,1.8,19.69,-,-7.5,0,0,24.7
LUZ,200904,8.7,198,959.9,22.3,3.8,12.0,24.9,64.3,196.0,52,1.6,63.99,-,-0.8,0,0,21.0
LUZ,200905,12.3,221,965.8,32.0,3.0,16.0,69.0,69.5,202.0,47,1.5,72.67,-,-0.6,0,0,19.7
LUZ,200906,14.0,226,963.2,29.4,8.9,16.9,194.1,73.1,187.9,42,1.5,69.85,-,4.6,0,0,28.2
LUZ,200907,16.1,220,964.1,29.2,10.3,19.1,174.4,73.7,189.1,43,1.4,66.50,-,7.3,0,0,32.3
LUZ,200908,17.3,212,965.4,31.4,9.2,20.1,120.9,74.5,240.0,60,1.2,-,-,5.1,0,0,36.9
LUZ,200909,14.2,139,966.5,29.4,7.1,16.0,38.5,78.6,143.2,41,1.2,34.70,-,3.5,0,0,33.5
LUZ,200910,10.1,90,964.9,25.3,-0.3,9.8,75.2,80.7,106.5,36,1.2,17.66,-,-5.3,0,0,42.2
LUZ,200911,8.5,52,959.4,18.3,-0.8,6.9,112.9,85.1,67.8,29,1.2,6.91,-,-5.8,8,0,39.2
LUZ,200912,5.8,31,955.6,11.5,-16.1,1.1,105.4,84.0,32.9,16,1.3,3.08,-,-11.6,13,2,53.3
LUZ,201001,4.7,36,959.7,8.2,-8.9,-1.3,42.5,83.7,32.1,14,1.2,1.76,-,-12.4,47,3,41.0
LUZ,201002,5.0,73,952.5,15.0,-12.5,1.1,35.7,74.5,57.6,23,1.4,5.64,-,-15.0,20,4,26.4
LUZ,201003,6.2,118,963.3,21.5,-6.5,5.0,38.9,67.9,116.9,34,1.7,25.14,-,-9.1,5,0,17.8
LUZ,201004,8.2,183,964.3,25.8,-0.8,10.4,23.7,65.2,173.1,46,1.5,55.24,-,-4.7,0,0,27.0
LUZ,201005,10.9,149,960.5,27.4,4.7,12.3,178.7,77.8,88.8,20,1.6,35.42,-,1.2,0,0,27.3
LUZ,201006,14.0,198,961.7,29.9,7.2,17.3,148.2,73.3,169.2,38,1.6,73.01,-,3.2,0,0,25.2
LUZ,201007,17.1,235,965.1,32.5,10.2,20.3,256.5,72.9,239.7,54,1.4,87.89,-,7.3,0,0,32.9
LUZ,201008,15.9,164,963.5,28.9,8.8,17.6,242.8,78.9,141.6,35,1.4,43.80,-,4.3,0,0,39.8
LUZ,201009,12.5,147,963.3,23.0,6.8,13.7,158.9,79.7,158.7,46,1.1,35.25,-,2.3,0,0,41.9
LUZ,201010,9.8,74,961.3,24.5,-1.2,9.2,69.6,82.7,81.0,27,1.2,13.72,-,-5.2,0,0,33.7
LUZ,201011,7.7,49,954.9,17.2,-5.9,5.4,43.9,83.1,67.5,29,1.2,7.75,-,-10.0,3,0,48.1
LUZ,201012,5.2,32,958.6,11.7,-10.9,-0.9,121.2,88.0,23.2,11,1.1,2.19,-,-17.9,40,7,54.9
LUZ,201101,5.9,43,965.6,12.7,-8.5,1.3,62.4,84.9,54.1,24,1.2,1.93,-,-13.9,11,2,51.7
LUZ,201102,6.0,74,964.8,12.4,-3.8,2.7,45.7,80.5,103.3,41,1.0,5.23,-,-7.4,0,0,35.9
LUZ,201103,7.1,118,966.6,19.0,-3.1,6.5,48.1,73.8,136.3,40,1.3,23.55,-,-6.1,0,0,28.8
LUZ,201104,9.0,223,964.5,25.1,2.1,12.8,26.0,62.6,259.2,69,1.5,79.71,-,-2.8,0,0,17.2
LUZ,201105,11.6,244,965.6,27.7,3.9,15.5,171.7,67.8,258.7,60,1.4,91.41,-,0.1,0,0,23.9
LUZ,201106,14.4,200,964.4,32.5,7.3,17.1,113.0,74.7,151.8,34,1.5,57.28,-,4.0,0,0,33.2
LUZ,201107,14.0,213,961.3,31.0,9.1,17.0,169.4,72.9,178.1,40,1.4,73.23,-,5.3,0,0,24.1
LUZ,201108,16.5,230,963.5,32.7,9.4,19.7,131.7,73.0,255.0,63,1.5,79.22,-,6.2,0,0,20.5
